wt-1,wt-2,wt-3,ko-1,ko-2,ko-3,GeneName
4.547821119,3.551696282,3.712123036,4.605923454,5.129518421,4.003758131,Zbtb7b
102.8450564,105.3746435,107.7522728,106.8736761,104.8728468,113.7142691,Cks1b
0.125856823,0.127865146,0.169009046,0.282369833,0.355988564,0.212173921,Thbs3
10.8850714,10.74815731,10.07060117,10.86147815,10.98351956,9.722290578,Gba
12.03318745,12.00786657,11.62893919,13.44416828,11.73755688,11.57991166,Scamp3
2.467905989,2.568319517,2.520773587,3.859634232,3.566801766,3.541201385,Hcn3
2.781810689,2.88854328,3.228507893,3.437674263,3.347073207,3.478463492,Ash1l
16.52189868,12.75786078,13.80655783,18.94095086,18.51182997,17.23219059,Rit1
7.015843095,6.659338648,5.146637931,8.577399595,7.958452838,7.172767438,Arhgef2
7.999089656,8.864970496,8.444290527,8.972274697,9.216780144,8.756041996,2810403A07Rik
32.50441312,31.44225989,31.19673879,33.54358876,34.56210978,32.66121812,Lamtor2
48.69507112,45.71856628,54.62558813,49.33803396,48.31889468,49.28799868,Lmna
2.669864668,2.292922929,1.635411066,2.347419443,2.940718891,2.141370498,Sema4a
19.32224899,19.91390605,21.23515681,21.3758664,21.58276033,21.54993216,Pmf1
7.559747733,6.321867805,7.347588119,6.911360415,7.507475538,7.354176371,Iqgap3
16.31696017,18.80071211,14.29828964,19.75740681,17.25534529,18.2697451,Gpatch4
25.3291168,24.65416043,20.99285934,28.15639705,33.12568261,28.80890431,Apoa1bp
0.113563349,0.083070362,0.073904107,0.062538981,0.096364867,0.075383101,Sh2d2a
0,0.095315858,0,0,0.024571138,0,Ntrk1
2.327413929,1.973492275,1.322288296,4.254074096,3.347834773,2.631477982,Pear1
2.4931132,2.231614972,1.659050669,2.577291445,2.598039322,2.911669117,Cd1d1
6.538094775,5.995713383,6.981452526,6.880736896,7.881726309,8.624188563,Dclk2
3.563528442,3.663652725,3.95864596,3.040059344,3.060380767,3.236913602,Lrba
1280.631788,1444.464313,1509.220684,1523.945757,1524.795698,1482.405586,Rps3a1
1.092722693,1.609731268,1.220466654,1.497432627,1.802959781,1.216107426,Sh3d19
4.392806794,4.647795448,4.798575293,5.241394109,5.709648906,5.578958158,Gatb
2.192019229,2.774508531,2.625205091,2.521460306,2.499923243,2.459891397,Fbxw7
0.962654996,1.510491813,0.773421133,1.505310525,1.826464699,0.957948896,Fmo5
10.1895736,10.70519407,10.70989421,10.11367615,10.2564686,9.49932533,Chd1l
2.895157545,2.661725874,2.27861085,2.744618895,2.527749687,2.767992577,Acp6
3.281121383,4.356512102,3.763310101,3.807650616,3.674358368,3.671726059,Gpr89
12.56584932,13.25901898,12.15901203,15.44904512,14.3533836,14.83417398,Rnf115
18.22576039,19.37867661,18.31442122,20.5673551,19.32493159,20.28647589,Polr3c
0.271106501,0.330519124,0.084013876,0.331772229,0.284011189,0.285650631,Nudt17
3.339556646,3.226702092,2.624600922,4.234315752,5.226139333,4.260546968,Pias3
2.350510933,3.026447965,2.653478089,3.434172924,3.301619977,3.388911548,Pex11b
8.615426217,10.15594344,10.64016188,10.19444789,10.91026227,10.73295132,Polr3gl
4.83230623,4.980924365,4.492486626,5.537247365,4.689930594,5.075966375,Rprd2
9.398749799,9.803755726,9.660432256,11.57335634,11.22825864,10.81330217,Tars2
2.541571172,2.397301578,2.21360956,4.444455958,3.556606445,3.298069386,Ecm1
0.273057785,0.107002938,0,0,0.036778546,0.036990848,Hormad1
0.713706591,0.815732275,0.704986809,1.023531223,1.093480647,0.634495797,Ctsk
3.563626765,4.17280209,3.465152451,3.946650307,3.822777593,3.939672406,Mettl14
0.02936233,0.026847784,0.027297499,0.026949573,0.166103888,0.027843786,Bnipl
0,0,0,0.036168956,0,0.018684539,Myoz2
0.180528032,0.374153861,0.089510858,0.287202423,0.351765393,0.216842675,Bcar3
54.46224547,55.14070098,55.38658294,58.0852651,55.10940297,59.32127227,Gclm
0.157084315,0.143631848,0.146037762,0.792970215,0.645316324,0.686281463,Abca4
13.24900295,14.39373836,12.17424255,13.38904942,12.82538286,12.6951274,Pip5k1a
3.232626457,4.489806277,3.081383801,4.713391553,4.089519892,4.064622612,Abcd3
0.053379717,0.024404179,0.024812962,0.024496703,0.050328536,0.050619055,F3
12.43720297,17.90400773,17.08109652,16.0693518,14.20561281,16.48071003,Tmem56
0.29295084,0.243511787,0.123795373,0.488870036,0.477082725,0.441954822,Rwdd3
1.764236021,1.90889354,1.448817385,1.929624648,1.947555269,2.140038488,Ptbp2
7.747489232,8.490060014,7.594215082,9.74484962,9.262398434,9.139393189,Snx27
0.061616365,0.056339631,0.02291334,0.180970344,0.139426505,0.186975118,Celf3
13.0700159,13.71823965,10.55087724,14.18232721,14.63936411,13.88419471,Adh5
0.248875546,0.455124428,0.154249339,0.304566634,0.156433223,0.629344908,Riiad1
17.66602042,18.61716527,17.16601686,19.09997869,19.47932194,20.56188909,Mrpl9
0,0.028511031,0.072471517,0.042928688,0.058798063,0.044353104,Oaz3
0.402158149,0.398361083,0.327142728,0.399871398,0.44236595,0.413139524,Them4
5.496267773,6.012742201,5.665525767,7.165666397,7.386177068,6.531940749,Rap1gds1
0.397963116,0.27724354,0.299505495,0.417441989,0.321613345,0.28752875,Rorc
1.515213872,1.518990867,1.518977095,1.507994357,1.273695437,1.047343123,Tspan5
22.41814413,27.76558234,23.70124016,27.32476738,25.32808289,26.60269368,Eif4e
1.478014359,3.189794481,1.000247061,2.144566741,1.762407044,1.638606354,Mttp
16.10901886,15.11826453,13.51658454,29.76575723,27.61636241,26.08534689,Dapp1
4.561222242,4.819366875,3.850971279,5.439242424,4.963099091,4.709801082,Ppp3ca
5.547277232,4.402397723,3.883480646,5.922913213,5.630895652,5.33992841,Nfkb1
2.457480894,2.185099973,1.655032784,2.539708241,2.426476547,2.339561033,Manba
6.025826519,7.038044865,6.190906955,6.580289839,5.938504682,6.089570721,Cisd2
0.015869476,0.029020875,0,0.029130903,0.014962378,0,Bdh2
0,0,0,0,0.033806542,0,Tacr3
1.534241876,1.697450536,1.198134195,1.816539744,1.583966454,1.54218851,Wls
0,0,0,0,0,0.033069895,Rpe65
20.17472201,23.94025711,22.51095724,18.16298198,16.2850375,20.34388666,Depdc1a
0,0.006282535,0,0,0,0,Lrrc7
0,0,0,0,0.029981191,0,1810013D15Rik
2.102378624,3.557422772,1.415352361,2.41757268,3.918845615,2.451959107,Cth
13.92012956,18.66777785,15.81706129,16.31151691,15.76816341,16.60672355,Zranb2
0.027190193,0.037292497,0.012639056,0.037433885,0.012818001,0,Lrriq3
0.389527566,0.443039493,0.242895449,0.645278836,0.56880852,0.644166517,Adgrl2
0.048347866,0.088414853,0.022473963,0.088750062,0.045584305,0,Dnase2b
0.040410589,0.086216401,0.062614696,0.061816625,0.063501204,0.025547105,Uox
9.744448703,12.03886032,10.89224308,11.86016248,10.96963885,11.92919549,Rpf1
0.34352431,0.254275799,0.228119171,0.225211624,0.370158265,0.186147494,Spata1
0.657513401,0.713293985,0.652717852,0.828512332,0.703988277,0.729187899,Ctbs
5.955399862,5.350803363,6.319694093,6.998693003,5.601056602,6.62834014,Bcl10
4.114788177,5.573931607,3.35315136,4.242923665,4.661890723,3.195450185,Ddah1
0.400863435,0.794157186,0.186336868,0.76650778,0.724404369,0.63355301,Cyr61
0.026549773,0.03236812,0.008227576,0.024368128,0.025032189,0.025176687,Col24a1
1.349994163,1.901347499,1.184209148,1.928540999,1.898978124,1.476331915,Cryz
2.111068037,2.680943484,1.997659217,2.45659698,2.215504228,2.490445259,Asph
1.770763921,2.152474958,1.500983044,1.147240185,1.29635427,1.284082305,Trp53inp1
12.81363697,16.32164749,16.1285889,12.91199134,12.28135081,13.77961481,Ccne2
0.961672142,0.732763308,0.834442002,0.764963107,0.634692116,1.09432431,Gem
0.195974195,0.151623371,0.154163147,0.290560245,0.198985578,0.085771806,Cdh17
1.569834453,2.093834772,1.352325,1.863836587,1.588734213,1.666191653,Fam92a
10.43830217,12.76099625,10.40124592,12.35946114,12.04378651,11.56643249,Tmem55a
5.250959631,6.184424086,4.138129204,5.601446787,6.04917475,5.177250159,Decr1
13.04705239,17.31027041,16.68432217,15.274173,16.41844803,16.89196643,Nbn
0.007781848,0.014230843,0,0.007142399,0.029348151,0.014758781,Mmp16
2.979282142,3.182488356,2.092716417,3.602554321,3.326196786,2.789325738,Cpne3
2.473795032,3.832736585,2.747021208,3.027358207,3.077463069,2.70425147,Rmdn1
4.110615996,5.165833158,3.839659015,4.666876643,4.169541856,4.359876838,Tmem68
9.417461889,11.3381567,9.899751004,10.44921754,9.824515705,10.14601047,Tgs1
119.6657673,128.4173731,133.0734564,147.7482974,147.0677043,142.9160727,Rps20
0,0.06811785,0.023086287,0.045584071,0.023413146,0.023548298,Atp6v0d2
0,0.044323929,0.030044253,0,0,0,Cyp7a1
10.79408688,12.60870082,14.35866964,9.291999222,9.037798766,9.72549655,Ubxn2b
19.98050089,18.70421076,18.89013383,21.92650466,22.62281829,23.54064329,Nsmaf
0,0.007374953,0.014996976,0.007402914,0.022813958,0,Faxc
4.095775664,5.123680558,3.744985571,5.969307858,5.134736564,5.463142188,Coq3
13.53937205,14.14756987,14.26144687,13.62999967,13.22114882,14.31455404,Pnisr
48.56176876,53.46940742,52.04913141,47.91577804,47.30573303,48.74604024,Sdcbp
5.988528638,7.223237377,6.001736863,6.899786396,6.727416682,7.531481091,Tstd3
2.940429297,4.051007811,3.530455245,3.255513643,3.095588704,3.676130956,Ccnc
0.035713674,0,0,0.016389507,0.016836141,0,Clca1
1.277464325,1.937547216,1.705459059,1.389209343,1.381400851,1.527164174,Odf2l
0.057596305,0,0,0,0,0,Fhl5
6.153387275,8.028712165,6.36343748,7.139012238,6.241673586,6.031840309,Ndufaf4
0.169035772,0.154559799,0,0.077572893,0.039843424,0.080146837,Spaca1
12.82033374,10.2724033,10.67538699,11.22323732,12.05149588,10.52666273,Lmo4
0.846939108,0.944400612,0.96021985,0.872142647,1.20753033,0.901081198,Gbp3
0.884616059,1.029456725,0.448586014,0.713510287,1.061520041,0.915126529,Gbp2
7.231003325,8.842544969,8.102527177,8.795133092,8.203386869,8.696726525,Gtf2b
2.49966146,3.160928105,2.599354182,3.305407434,2.944185342,2.536096211,Pdlim5
5.618854845,6.615503657,6.788188546,5.890137952,5.593491078,5.544638207,Rngtt
19.08720329,23.56712935,23.85531568,17.83442555,15.83447665,16.56001676,Ube2j1
3.833154886,3.922137914,3.599961296,0.311131331,0.553171223,0.556364379,Rragd
0,0,0,0.027079251,0,0.027977767,Gabrr1
7.035018209,8.853790327,7.982471069,7.508910546,7.331587002,8.029783198,Casp8ap2
14.59581649,16.65831225,15.10206212,14.96740159,14.37534375,14.8864983,Map3k7
0.293418326,0.274529729,0.203002367,0.25051869,0.263779271,0.265301925,Epha7
41.27130374,40.62032068,42.40013214,41.49791589,39.95287154,40.85633765,Akirin2
9.322100149,12.61873948,10.61256046,13.00167592,12.48394705,12.14055386,Rars2
6.941598081,6.804338453,7.273801458,8.179965114,8.680201901,8.507169114,Slc35a1
0,0,0,0.02492076,0.025599881,0.025747656,Cfap206
4.957897543,7.39215507,7.266829358,5.37040732,5.390419522,5.675669952,Smim8
0.967062353,1.138799826,1.280473926,1.116220502,1.395307546,1.18104714,3110043O21Rik
9.417525561,19.46503628,7.732941084,13.06902174,18.66231351,10.53475229,Aldob
14.27937103,14.01268662,14.47109812,13.76003467,13.76854914,13.97966272,Rnf20
51.61200875,63.97717647,64.88858291,49.61971745,48.6038282,56.28651826,Smc2
6.178589279,6.947100084,4.666072182,6.81459051,5.613291307,5.744165182,Polr1e
29.49457175,32.18544391,31.01967016,31.32562144,34.43663558,32.55826045,Exosc3
0.09869696,0.212719649,0.039324149,0.181173692,0.212698168,0.14038891,Stra6l
54.42112237,46.90059536,57.33150053,40.81906843,43.43014034,45.93376525,Tmod1
6.053693976,6.316713746,5.561771826,6.046507995,5.439069197,5.369161053,Xpa
35.15679464,42.56387899,39.90654978,40.42170856,37.72962834,40.38406467,Ncbp1
16.39356699,16.26593863,15.32356129,10.27630756,8.848292944,11.29318701,Trmo
566.5295482,582.7030007,655.4406392,486.769438,488.8663452,562.3697714,Hemgn
696.8558789,657.8424442,796.0933765,686.0934491,733.3984697,753.0249361,Anp32b
24.39572521,24.2584996,25.00703007,27.43144111,27.05459839,27.40622945,Nans
5.931090726,4.134205429,4.203455678,4.954936992,4.893061207,4.802481888,Coro2a
0.042491903,0.03885296,0.039503768,0.039000264,0.110173438,0.060441496,Col15a1
0,0.010300545,0.010473084,0,0,0.010682675,Nr4a3
10.99093534,13.7664487,11.30036612,12.7500967,10.88361954,12.10658077,Erp44
0.601821173,0.609626251,0.597896669,0.644429799,0.584109969,0.738548445,Invs
8.542247022,9.935775477,8.44235284,10.1712189,9.084300758,9.384861792,Tex10
0.238135526,0.532258109,0.098395224,0.388564415,0.37420619,0.276001938,Tmeff1
0.065672125,0,0,0,0.030959155,0,Murc
0.021823418,0.019954493,0.010144371,0.130195953,0.174895938,0.103473833,Brinp1
0.050838145,0.007747407,0.015754361,0.01555356,0.063909654,0.048208927,Fmn2
37.76743812,91.91316958,14.37392551,51.57865126,57.94868361,43.71239233,Ambp
0.455979211,0.815732275,0.368620554,0.818824978,0.691603144,0.394797385,Kif12
0.151448966,0.349494876,0.080456402,0.271388997,0.299183558,0.10942203,Zfp618
0.087251323,0.07977925,0.081115597,0.160163437,0.164528086,0.330955634,Orm3
0.198285137,0.198571368,0.368682481,0.138660324,0.195853607,0.232799466,Slc44a5
0.035432242,0.080994694,0,0.032520708,0.033406937,0.033599777,Tnfsf8
0.16488165,0.22217474,0.080677247,0.238946867,0.425461332,0.164583573,Tnc
136.3665127,151.38625,154.0413736,161.6785891,163.9063704,149.8216633,Txn1
0.012554186,0.034437193,0.003890448,0.034567755,0.071019538,0.027778137,Svep1
0,0,0.005686257,0.011227563,0.005766764,0,Pappa
0.027201159,0.012435846,0.012644153,0,0.038469513,0,Astn2
17.03756893,17.94213086,16.76796459,13.29192595,13.76493133,13.06442321,Ptgr1
17.01660281,21.46358768,14.9297053,22.19820062,18.00824931,20.95910536,Ugcg
48.82568886,54.74392383,47.94047794,59.89214295,55.89638267,61.37494808,Ptbp3
9.869451381,11.4733693,11.01497563,9.700746953,9.669336227,10.27433709,Hsdl2
2.933155549,3.030066051,2.332736792,3.613334393,3.44259454,3.13427086,Snx30
0.06602572,0.045278532,0.076728287,0.121200525,0.140066311,0.078263799,Zfp37
0.569398674,0.637779367,0.476421448,0.444218599,0.510009287,0.31047173,Wdr31
0.172054268,0.13109983,0.15995499,0.026319374,0.162219656,0.054385354,Bspry
440.8995899,383.8596292,479.6679979,393.4871091,423.2429617,434.778902,Alad
49.5259896,58.1324408,60.42785895,58.11008204,57.85452718,64.27069189,Pole3
3.926489354,3.494914785,3.402703856,4.177905746,3.571005398,4.316532766,Kdm4c
33.2220305,38.36649791,32.32429158,41.85355916,46.94168367,40.04875818,Tmem261
0.035463293,0.097278808,0.005494905,0.046111378,0.078017831,0.050443834,Ptprd
0.30910835,0.342139249,0.206705524,0.358368427,0.526636717,0.241697137,Mpdz
1.585785402,1.744731353,1.290589662,2.037669818,1.578477791,1.853831198,Zdhhc21
9.690757625,10.86346377,7.963310805,11.88221403,12.06458181,11.02464672,Aco1
0.058648063,0.107251061,0,0.053828842,0.055295744,0.055614936,Toporsos
28.71667919,35.01649135,32.0648471,35.80420509,36.49448172,33.95738506,Smu1
21.17386073,23.95592706,20.45510866,24.22609798,23.55980608,23.70321589,Dnaja1
1.879209098,1.980208806,1.576613781,2.124437649,2.031080496,2.075402765,Aptx
1.864577738,2.406392592,1.661228731,1.969848841,1.82209229,1.519500949,Slc44a1
28.06768324,27.45553697,28.07833427,33.17389914,31.6749013,31.41968038,B4galt1
0.688380426,0.914867078,0.699504092,0.918335633,0.890533162,0.660369611,Fktn
0.141394702,0.25857174,0.13145148,0.519104137,0.266625179,0,Spink4
116.3418458,114.7443243,114.1564024,122.1084736,123.9747791,129.5737308,Bag1
0,0.041514211,0.042209597,0.020835802,0.042807207,0,Tal2
29.26032576,30.00240752,29.72066916,30.84970272,28.34134384,27.91547591,Chmp5
1.32870908,1.295915103,1.317622405,1.756118251,1.553422588,1.495190095,Tmem38b
12.15968021,12.93299516,12.24174913,13.98676211,13.55856285,14.12225834,Nfx1
33.04618377,36.99301046,32.33004794,38.0078759,35.57185901,34.72853478,Rad23b
0.023849106,0.218067044,0.044343958,0.109446903,0.157401251,0.090462767,Aqp7
17.69119615,17.38788898,15.01172396,19.22517323,19.00909863,20.14370433,Nol6
8.6141077,9.418350692,7.965970375,9.838914173,9.978120321,9.551652904,Ikbkap
35.07098009,34.23792455,37.73632015,39.57574486,40.46883836,43.15311355,Ubap2
0.426386914,0.63354163,0.396402342,1.118142576,1.572164491,1.357411283,Epb41l4b
14.41831695,13.62188159,15.42704225,22.10102183,21.03445255,22.69448192,Aqp3
91.3509187,77.59732657,81.90290336,75.96716533,72.08849242,79.62129591,Dcaf12
36.34854087,32.73656787,33.23242377,29.14614708,30.9342879,30.41669787,Ubap1
5.100054326,5.386642373,6.173216749,4.310203136,4.157875615,4.772447148,Kif24
0.706328046,0.712079076,0.555633124,0.764647085,0.700105885,0.755670182,Fam219a
0,0,0,0,0.04475025,0,1110017D15Rik
9.498210027,9.706538315,8.162436899,12.16085911,12.49225737,13.32125803,Nudt2
0,0.044334551,0.02253859,0.066753956,0.045715388,0.022989639,Cntfr
0.425186905,0.291580898,0.04941084,0.146343188,0.25055203,0.201598665,Enho
45.43817808,47.82038662,51.99120512,50.19978623,48.69952402,51.43580975,Dctn3
0,0.013577578,0.01380501,0,0.014000464,0.028162561,1700022I11Rik
96.28087296,94.76054612,95.41719095,110.5349916,105.6820097,104.7890409,Vcp
6.82450192,6.971318953,8.228135277,7.519726115,7.573841264,7.314206726,Fancg
11.74741386,10.28062643,12.94160235,11.11453104,11.72920457,11.73717968,Pigo
26.24607575,27.38593021,27.84465983,26.30167708,27.50240491,27.5130143,Stoml2
0.130466544,0.165384286,0.082698966,0.155125323,0.176126644,0.134966344,Unc13b
0.041677907,0.066690178,0.029060261,0.028689866,0,0.049403041,Atp8b5
1.01913245,0.681506233,0.622215533,0.991232511,1.276391378,1.081819627,Tesk1
0.078837256,0.090107189,0.183233069,0.144718102,0.241575502,0.130829992,Cd72
0,0,0,0.049051639,0,0,Sit1
7.411568449,7.773448736,6.930900392,7.522815545,7.604505159,7.93780081,Ccdc107
1.346563608,1.070648611,0.925295187,1.128443173,1.269594116,0.971571689,Car9
5.123893196,4.833487134,2.996090584,4.724133163,5.508665018,4.331235385,Tpm2
90.62205883,82.2258133,84.61395397,118.7914284,115.3718246,101.922981,Tln1
5.601483456,4.991786305,4.361673174,4.7497372,5.227685723,4.961264942,Creb3
14.2837679,12.73022941,17.23929989,11.35559125,12.11915865,12.88849146,Gba2
15.95011616,14.226034,17.77190511,16.10740612,17.51061619,16.40456692,Rgp1
0.390191208,0.251064461,0.161223114,0.344864448,0.340636947,0.232970216,Npr2
6.481753498,7.648602438,8.224594772,6.954057223,6.937102397,6.105003194,Hint2
0,0,0,0.023831826,0,0,5430416O09Rik
0.465723793,0.541978054,0.393611778,0.686517665,0.558858427,0.42825479,Reck
95.43506113,93.29203734,93.11299893,97.97895922,102.8040036,97.3215033,Clta
6.619353614,6.721746848,6.508895105,6.396725637,7.721227004,6.870517683,Gne
17.76252661,18.87295068,22.27014719,23.85406573,26.83392806,25.00394781,Glipr2
2.015376497,2.371898461,2.29104763,2.536564738,2.267043695,2.686958295,Snapc3
22.7471857,26.91512011,25.03405759,24.93423565,24.53762229,28.66872248,Psip1
0.016502391,0,0,0.015146359,0.015559116,0,Bnc2
69.42330907,72.41584298,70.12951454,52.33214886,55.51459649,54.45101287,Plin2
693.9293587,792.0974351,775.3980528,839.0104077,861.794277,846.5655754,Rps6
11.82708259,13.74254731,11.75799765,13.51617829,11.61192193,13.66096302,Mllt3
1.657181068,1.971666926,1.438553169,3.71089153,3.379047928,1.978544975,Hacd4
18.83552601,20.31843123,19.87690076,25.26751997,23.93768417,25.7123385,Usp24
1.046159662,2.127875985,0.575615172,1.62645235,1.811683912,1.113531085,Plpp3
0.042317275,0.123818517,0.055077989,0.20973592,0.103735898,0.072231721,Prkaa2
0.00852874,0.015596702,0,0.015655834,0.040206187,0,Dab1
1.787363001,2.34297287,2.036650171,2.344597019,1.789590206,1.949913912,Slc35d1
8.974376996,11.36987241,10.057031,9.157097786,8.141241005,9.256488957,Mier1
0.023089789,0.021112414,0.042932117,0,0.021769978,0,Tctex1d1
0.046578227,0.048673528,0.037116628,0.036643549,0.018821065,0.056789127,Sgip1
1.104927292,0.951903947,0.991599762,1.442062444,1.246510587,1.120461896,Pde4b
1.858156463,3.106033197,1.133662918,2.651470189,2.381549359,1.679460937,Ak4
0.079897937,0.073055597,0.042445325,0.083808656,0.118377248,0.064942132,Dnajc6
21.14722407,22.04976147,20.34551339,25.18269198,24.1355554,22.30138153,Jak1
1.366831112,1.219045488,1.124892769,1.007725996,1.098566603,1.243021533,Cachd1
0.785552263,1.077418103,0.260825109,1.648004482,1.375493126,0.478880688,2610528J11Rik
3.167588683,3.408747137,4.303991212,3.958403467,3.836541758,3.535205194,St3gal3
4.487003601,3.000131026,4.06717986,1.364186246,1.348480404,1.170110502,Artn
5.453495662,6.411171086,5.359706353,5.781715063,6.736773532,6.501257527,Dph2
0.683702826,0.612893659,0.486064777,0.627521683,0.859496553,0.546642533,B4galt2
44.55245024,33.59966491,43.358661,36.36404754,39.50725469,40.46930453,Slc6a9
0.224283568,0.380855905,0.208511398,0.117630724,0.151045381,0.27345111,Bend5
0.037560018,0.022895623,0.011639569,0.022982427,0.059021817,0.011872503,Elavl4
1.645361795,2.023692296,1.922222491,1.991272039,1.949437598,2.043536722,Itgb3bp
1.529645103,1.840327066,1.496922857,1.81035825,1.650951704,1.679567746,Atg4c
33.04466832,29.75558098,35.80990855,18.25290742,21.99374826,22.00164964,Cdkn2c
26.00112093,29.4688963,27.66466674,22.47126988,22.09276779,24.47185566,Eps15
0.734739006,2.291068401,0.262719369,0.968317717,1.065755955,1.304154713,Angptl3
15.03215401,12.23578451,13.1183967,14.78152735,15.00280421,16.1327543,Ttc39a
1.953017475,2.027777147,1.841774524,1.483349794,1.523772888,1.369044088,Dock7
40.35958037,39.78201734,34.50615238,19.60339603,18.70560452,20.8989788,Rnf11
0,0.073357684,0.024862156,0,0,0,Calr4
8.047994309,8.115779317,8.10852622,10.55870485,10.87367202,10.39783383,Osbpl9
46.19811486,60.11647494,53.01061776,50.07971294,48.42932477,54.37987614,Usp1
5.520431588,6.035257649,4.57437118,5.947991264,4.186537182,5.747041645,Tm2d1
0.12385506,0.181197275,0.109388005,0.147780955,0.268583679,0.123322074,Nfia
7.244454522,7.636818212,5.426968245,8.435096618,6.858586591,6.84140235,Txndc12
5.548731205,6.077402831,5.986102636,5.828102959,5.371447522,5.177351713,Btf3l4
0.891918733,1.171406453,0.678433765,0.922817128,0.718618646,0.991882153,Hook1
0.403933017,0.791444558,0.160940339,0.26481506,0.598469506,0.525315617,Fggy
0.052405029,0.191668562,0.048719779,0.14429643,0.148228684,0,Eqtn
1.396645335,1.393133132,0.991528223,1.118731958,1.532291694,1.155852584,Ift74
9.926737881,12.3511061,10.58181356,13.82994244,12.70617381,12.42205055,Plaa
2.742135851,3.486182143,3.142975247,3.309776753,2.797893801,3.597702483,Caap1
21.30677895,20.24167408,21.0503749,20.19477529,18.7446865,19.14031342,Pum1
44.58367563,33.09762641,31.64913015,45.3978357,44.58693761,37.63477984,Laptm5
8.086081762,8.893003492,7.504306304,9.21216716,9.316596857,9.370376493,Cc2d1b
0,0,0,0,0.069994612,0,Pdpn
9.964607721,11.71700113,11.94931364,8.22054147,8.206943743,8.934517876,Orc1
0.261618591,0.717641893,0.243220932,0.960483605,0.789326365,0.545794367,Gpx7
5.970796814,5.620989332,4.565546102,5.561232777,6.212443499,5.092451965,Tnfrsf1b
0.315902917,0.389946773,0.572691309,0.028994458,0.16381526,0.10484783,Podn
1.002684424,1.402189208,0.630587753,1.028561608,1.612691783,1.006759225,Echdc2
0.116990933,0.017828667,0.018127307,0.017896261,0.036767913,0.092450385,Tnfrsf8
19.13987474,24.14999088,19.0198349,20.73524759,21.30030842,19.51080048,Scp2
16.05033888,16.14597212,15.76081809,16.33663707,16.11694011,13.90954901,Cpt2
3.783544511,3.842702885,3.283720056,3.890239942,4.267186189,3.803595609,0610037L13Rik
71.73724479,87.13800474,80.78017835,75.08773926,79.85926211,85.47004472,Magoh
0.032378912,0,0,0,0.030528135,0.061408715,Dmrtb1
0,0,0.090219218,0,0,0.092024714,Lrp8os1
3.605121111,3.331576609,3.614003029,5.234156045,5.382841328,4.902937428,Lrp8
13.17675721,15.36724303,13.31979378,14.54548452,13.50837737,14.24878603,Ndc1
7.25217988,8.73577189,7.856115688,10.01332223,10.2267397,9.777464543,Lrrc42
28.24434823,30.98465411,28.33194985,30.43973891,27.89799367,26.87694569,Tmem59
3.263027244,3.395115605,3.338662925,3.339139346,3.562743283,3.95675566,Tceanc2
0.798813461,0.8051047,0.675126311,1.066434125,0.787387576,0.938268132,Cyb5rl
14.53249041,15.69388421,15.40847138,16.22529233,16.15416801,16.93574557,Mrpl37
0.217916875,0.139478359,0.141814699,0.400020474,0.390375445,0.123988064,Col9a2
6.516126962,6.326637527,5.027429953,6.350623844,7.537074234,7.198367454,Exo5
2.330535745,2.949790215,1.905846692,2.812429981,2.797517031,2.527183259,Dyrk2
0.050282261,0.061301551,0.015582096,0.292286332,0.221237941,0.174833235,Kcnq4
25.40384374,29.75602411,28.04209717,30.93291615,30.98962912,31.76642624,Ctps
0.092883833,0.067235774,0.043176007,0.088803535,0.094872482,0.095420129,Hivep3
2.899516404,3.727057892,2.500280869,4.859687982,5.309080443,4.702147543,Ppcs
0.05104077,0.037335771,0.018980583,0.037477323,0.048123282,0.019360429,Ccdc30
308.1004524,315.9976015,258.5388341,334.3651578,329.3067998,326.3054199,Ybx1
2.998736782,3.399351096,2.233547269,3.975580494,3.389488192,2.960056522,P3h1
0.044843931,0.041003564,0.041690396,0.205795108,0.042280655,0.170098873,Tmem269
62.3789613,63.40652504,64.46861973,72.48192575,76.30812636,84.73575191,Svbp
344.3184952,323.7961562,354.8950992,273.5215509,279.9789382,310.5611728,Ermap
301.580018,246.6246709,252.0255571,187.4398275,154.2776485,157.0471566,Slc2a1
14.67605908,17.12935231,15.38938404,20.10324383,18.99518859,18.37739876,Rragc
4.045796874,6.116490713,4.50926965,4.43069712,3.857886416,4.228933949,Mycbp
44.93737368,45.46322584,46.66221855,48.5867891,45.10460958,43.35701604,Ndufs5
7.15922133,6.784114837,6.528901338,7.642509636,7.319450091,7.158008381,Macf1
12.31984624,13.27380058,12.87605104,13.03603661,14.3530895,13.80343945,Ppie
5.267647091,6.589490788,4.927257505,6.555151032,5.972046305,6.71136637,Trit1
0.21713436,0.335989579,0.388201809,0.321933268,0.488185553,0.316776505,Mycl
0.149878384,0.027408604,0.055735428,0.027512519,0.028262269,0.028425412,Mfsd2a
52.44671048,48.46710432,41.54434876,77.05119608,73.25419973,59.50909566,Cap1
7.65505683,7.486264167,6.382874581,8.3739452,7.511732635,6.945812017,Ppt1
0.228967614,0.117764532,0.199561923,0.131345573,0.29683478,0.257837121,Epha8
0.176530299,0.190760235,0.134276937,0.196393301,0.186614364,0.187691587,Ephb2
26.98956969,28.51618451,30.41890007,27.12536879,26.17621582,26.62618216,Eloa
50.64521904,46.6316961,51.26050515,54.78068026,53.29554243,56.9082021,Pithd1
24.92257162,22.30785514,22.07098516,28.11862515,29.03968782,27.61928695,Lypla2
